Trajectory_ID,Environment,Initial_Altitude_km,Final_Altitude_km,Initial_Velocity_km_s,Final_Velocity_km_s,Fuel_Consumption_kg,Thrust_Used_kN,Delta_V_km_s,Radiation_Exposure_Sv,Navigation_Error_km,Collision_Risk,Action_Taken,Reward
Traj-70,Asteroid Belt,69297.4204616136,23492.947691921072,11.328841994118848,11.411655884012497,1141.1842310758816,95.43254656787835,5.558953015164742,4.173373007717853,205.27417549896114,0.40923235521296497,Course Correction,6.557447013458685
Traj-71,Asteroid Belt,26553.386072433135,45446.3864392949,11.79779673317605,4.050460261490179,4859.395274307187,23.057505512556265,9.332785909387635,7.383128430415852,263.0002715244598,0.27537757181157285,Decrease Velocity,-37.118203179209594
Traj-72,Geostationary Orbit,93919.0342491391,51808.66463371038,10.230019837464932,10.362295554207986,4044.9352183474357,0.5917538597692062,6.759689912415066,2.730759991075847,398.200332816056,0.990046540351415,Course Correction,67.64804752419039
Traj-73,Lunar Transfer,63710.15329703077,76408.32586549303,19.01286879860161,5.8993786520959635,2838.331220585508,59.88836495702912,0.29362127705053154,4.364906953197022,134.14952705040122,0.3979961956545057,Course Correction,-79.94919609825683
Traj-74,Asteroid Belt,32586.27765749914,44843.77618128554,5.7636462478980945,28.309150113548124,1191.9349401073912,50.78448532241586,0.7863548485034366,9.28828530600348,470.91032858118706,0.788846899131616,Increase Velocity,69.57880845269051
Traj-75,Mars Transfer,27097.28385676881,79028.48917934677,25.53345748093438,10.280141687079094,81.7073275744774,47.76503773982941,7.224567764120555,2.9652591758664943,269.9605563607691,0.21054559333155676,Hold Position,22.15344070434881
Traj-76,Geostationary Orbit,19254.473190150024,61910.96144313666,24.559672036908143,10.684652175392307,114.09874846067095,6.1880211246199135,5.550132225786504,7.949250335114451,420.48863058720457,0.24704120860874967,Change Orientation,83.88893652329057
Traj-77,Geostationary Orbit,69525.16769759404,11487.35399449748,14.818013027802843,25.355882098587983,3063.7845090158307,45.44348665747845,1.2802451293527584,1.5865905560988407,262.8092417280094,0.5683913671847434,Increase Velocity,87.12533589584365
Traj-78,Lunar Transfer,22027.818177193145,15801.87755160529,25.72916899307788,19.78491707729412,118.94106299859136,28.75595650906989,6.1444861567526265,1.7914342451099037,385.99659787000667,0.004028269702193499,Increase Velocity,61.77547632216874
Traj-79,Geostationary Orbit,59611.26593956341,43815.965799887126,8.167207030878505,21.594976614687038,4968.214408207609,27.45646772243131,8.104770732076279,4.566967206027893,25.710376242147337,0.017425461908900042,Decrease Velocity,6.022030949047348
Traj-80,Geostationary Orbit,26610.575687150664,39809.56143028615,1.5093982154150414,19.444052315679855,925.0853291337531,22.23815801790928,7.532294477024794,2.3486814821591993,399.6062408415068,0.14221872114952816,Increase Velocity,-71.48820106242687
Traj-81,Asteroid Belt,66264.50069042809,74405.718109802,18.95702982586487,28.439692234508396,3556.4297357276937,33.252835975457074,2.4691629757203493,9.03125045720466,261.97971490497116,0.22312104103096309,Hold Position,-54.915224577372946
Traj-82,Lunar Transfer,81530.98490834581,58157.566551775715,14.279372801976747,7.00302411518331,783.748009847943,35.31330751434124,2.5893677168938787,0.5170153883235431,224.70779409329128,0.5278495157997718,Increase Velocity,-16.449626293147503
Traj-83,Asteroid Belt,77846.91926583639,38935.68148402448,17.44777184258025,29.682138010918077,2705.0661712775955,30.87757763619975,9.678699672970115,5.9767529357769575,55.80483330593394,0.6862294308161264,Decrease Velocity,45.804283168657946
Traj-84,Asteroid Belt,76132.96282689202,17241.876288348485,27.08084286153369,25.097729149138882,412.25032944642567,97.87527157195089,8.875173973505635,6.046251667533704,370.7812694542565,0.31187866398802566,Adjust Thrust,8.970847275529351
Traj-85,Lunar Transfer,18934.696088086755,22838.342812084415,29.12784163341236,18.080205077413922,3836.2243384208837,93.27310855094872,3.190189771164411,0.6695990159192825,65.58182625206943,0.23907093600378415,Increase Velocity,-12.33958020758999
Traj-86,Low Earth Orbit,9020.817709054967,57635.00164321209,19.399141052912487,20.20877710749122,2928.7562626769,57.45100995248622,8.242304351793393,7.328316506560204,96.15890640199653,0.8228111784933211,Course Correction,-4.4931277241526
Traj-87,Asteroid Belt,69955.09308304108,42459.19272899929,23.157612105720712,19.815950418517808,439.971800073061,98.10548384103099,1.625767912028129,4.694286469676838,63.21162785482415,0.1627769846806758,Increase Velocity,48.297313677299314
Traj-88,Mars Transfer,36961.05193667626,51589.765384295075,3.430444571127764,2.6934904977154632,4244.445084108028,99.11980103191901,1.9764426022523784,7.233503001213137,3.2878038568280865,0.6783265550578801,Change Orientation,-93.12871306557302
Traj-89,Mars Transfer,43348.15339505406,17233.60804316292,5.660751961853663,7.32247845742622,2739.622887735743,35.59397100173025,1.8201485779149997,8.270980609491348,330.9568900335918,0.9313305164158708,Course Correction,-11.473812595284997
Traj-90,Geostationary Orbit,3308.679460780428,66358.04398398766,22.262939343636322,28.882655651217725,4608.745626966457,44.51875457397445,0.8863305423850165,3.2357645263870314,135.42202238580325,0.23221091024274054,Course Correction,14.540631153834838
Traj-91,Mars Transfer,26105.72963764991,85283.36633742551,13.509598235252056,16.496568436921997,4583.950634653782,95.90617769846655,8.54823438045194,4.850013970525522,74.73522959540063,0.08696536551614964,Adjust Thrust,17.74267229245649
Traj-92,Geostationary Orbit,3560.9051066715097,25942.362777332677,13.932992841727765,11.972254494595449,4603.333869538046,60.86261992986866,5.792280913063707,2.6150001898824335,159.9862412571663,0.9797588940160105,Change Orientation,23.737420946205347
Traj-93,Low Earth Orbit,87942.74010560452,49253.11973801629,9.949622767427662,23.099115438283174,398.1481490003352,21.29290828372725,2.5969713640144465,2.0231195005881264,249.5423457733386,0.27077379612125163,Change Orientation,-89.31012092689188
Traj-94,Lunar Transfer,24490.98898520934,97557.627436286,18.61333512085457,16.21104933701848,613.579231155072,68.93806683365004,8.488063776948666,0.01594163284614749,251.70626044214305,0.27566320906000485,Change Orientation,11.589581846083234
Traj-95,Lunar Transfer,55822.24952338621,33457.52570696262,6.369786317069876,1.3817203715250301,4938.651990483828,20.574618204608754,8.028441126334274,9.636678805677574,183.59800416597972,0.48377229133799704,Increase Velocity,10.109880458378086
Traj-96,Lunar Transfer,4090.1362019808153,59585.62522339137,19.18057210010297,22.35089030473842,2443.1280987795426,33.93577436718458,1.0185056660962786,4.414875408603185,247.46613552071452,0.23105765904614617,Increase Velocity,70.97077043652777
Traj-97,Mars Transfer,66751.36965230468,9201.530879984388,6.04016685692195,22.234309241532976,1198.6881236174468,22.756016309535156,6.444952343612369,0.1405670328581515,213.67072889749704,0.9928723554335691,Course Correction,52.01541771093724
Traj-98,Low Earth Orbit,32438.129106258566,60680.29724744843,2.850955006581694,5.789312651189258,3850.6257976083034,24.498021593384223,7.2211176792424485,0.09929638990480119,411.3326234922429,0.042965885869543974,Adjust Thrust,-93.75466664741225
Traj-99,Mars Transfer,89812.33485837505,9145.250975800867,10.58037297227277,28.743142564302186,1328.783253850285,0.4655581566782252,7.161115096489779,2.8906421598264385,14.806983745590973,0.45147307893230826,Increase Velocity,11.183072803188793
Traj-100,Mars Transfer,88834.19525561678,95931.69644531744,7.703069918285583,7.4933358146923155,3638.8062832130254,88.07088321994519,7.234195651460836,0.149237410314083,434.01506666152346,0.5483467350630002,Hold Position,38.18882038347354
Traj-101,Low Earth Orbit,32664.00371250243,71623.13267681668,26.780757518133637,14.27473165408378,4188.056031470308,29.59904952757938,1.7028832786338832,3.7514010304088976,121.95762783931269,0.466950857947249,Hold Position,16.028645700857666
Traj-102,Low Earth Orbit,90115.8973899087,78858.3468559435,2.5936501621901713,4.327342876566526,3923.4742527034505,8.637437952279448,3.1577136781450057,0.6387556293750891,360.89110751812524,0.5205229728628701,Increase Velocity,35.273843518778335
Traj-103,Low Earth Orbit,99616.53581517813,70469.61520500935,6.121797084649563,18.495187264067063,1377.4985629076975,8.698740568108853,8.44334329995958,0.4021233955915943,202.51980817025296,0.9875791442170644,Adjust Thrust,-76.66880303621066
Traj-104,Low Earth Orbit,82576.48327957002,59054.957800431286,16.912868561908432,11.888082481659161,2014.076684655393,55.60182764609522,8.98493358477322,6.697120126804754,147.16648225239305,0.8769015838701242,Change Orientation,-66.15162573106574
Traj-105,Lunar Transfer,84518.16050597186,45101.29555233344,14.950948534576735,11.242030404081458,2072.1225061340488,99.29205505339371,2.799096976783054,9.069344481534419,307.6736864999423,0.3084436792961116,Course Correction,16.547446929755566
Traj-106,Interplanetary Travel,25051.07186368717,85865.66330015403,2.329708532866345,24.982329439407472,2461.4518613413143,14.502246727019163,0.2399649666157469,4.09977196718977,384.44220943155216,0.551477049190772,Increase Velocity,60.13711613877908
Traj-107,Interplanetary Travel,57754.89940600408,95692.19962079769,1.2103204124391898,1.2772896726638692,845.1905291852788,9.962178094965946,8.599071802189421,8.369336598456567,224.96822655180188,0.00031101252880083585,Adjust Thrust,-94.80221236338906
Traj-108,Low Earth Orbit,6912.140213943312,50003.810055827314,29.653970316873348,24.140456355880254,2267.8255515675687,43.830388040209066,3.777147459872575,0.3023619567461138,233.2769215327405,0.40956900137371866,Adjust Thrust,-12.751951991959643
Traj-109,Interplanetary Travel,9672.810094802637,93167.19790569514,20.106206310406307,17.57200840669428,2558.8071226722436,56.333125384079544,3.3013409240397644,7.779123659142123,29.42824238383973,0.1638742228619684,Change Orientation,98.41074908455508
Traj-110,Interplanetary Travel,99889.4826809224,58416.62441685404,11.596777796145147,29.59685689092577,2663.2278929394515,29.438035887794044,3.47652680008937,0.6373719233056802,461.9979903139219,0.7113605907756597,Decrease Velocity,53.149152697730784
Traj-111,Low Earth Orbit,32798.59709270591,53930.74185226403,14.642535182233999,18.093853397523223,4101.303145622447,30.252209251386642,4.162807275436738,8.386009837741543,423.4483482231294,0.22108957763361148,Decrease Velocity,-9.962699266463133
Traj-112,Interplanetary Travel,74868.75442247487,45557.376748944596,8.729953493174321,2.6059948902907797,2591.499147412681,42.44765018489495,3.7888835503326614,8.82483978527192,198.99639377121787,0.7488956455116084,Decrease Velocity,-80.39191452365236
Traj-113,Mars Transfer,80705.17229207628,21086.91860070596,11.001339727103083,2.4687144668680636,1161.6117733432393,31.4145615150606,5.668644682344268,7.8618786853993194,382.4753065802792,0.31315983398007285,Decrease Velocity,-28.163486159008613
Traj-114,Geostationary Orbit,85830.72244652147,571.2221496423072,19.822289550778205,26.611436604783126,3319.012403838494,91.53315835685167,0.79861338219692,8.209282753868777,156.6395878542296,0.9258286213113759,Increase Velocity,-69.11424672586983
Traj-115,Geostationary Orbit,99763.30408073522,24302.321440234915,26.601542167153752,25.39521021982054,3988.5975789922595,4.195457129062897,9.715686541142066,5.619230817659866,365.2108965063874,0.4454166017013462,Hold Position,84.15578723488969
Traj-116,Low Earth Orbit,24301.349228635412,51070.372526035804,6.339770669354361,11.030812191878674,1603.6646155269261,23.457015987027464,9.365145834376891,2.6562005764006926,258.3458582820302,0.8395177196738491,Hold Position,37.128876717454546
Traj-117,Lunar Transfer,4227.012520598031,38120.003235523305,25.370483656174244,18.92294204125298,3230.07658579785,80.85527962274213,9.344722399688838,6.4358777165830565,230.38336110987572,0.6281660030390132,Adjust Thrust,71.1395035569727
Traj-118,Low Earth Orbit,41236.91349585968,44958.82575466285,4.5251422560298025,15.19814935461241,743.2205997706031,83.39581246649568,8.793983464578316,4.40102107427285,28.261498629057357,0.9773982149034702,Hold Position,79.4929046928018
Traj-119,Lunar Transfer,13182.050848928906,98068.69231249214,7.234774484063345,29.047757598945513,1716.2122598445396,11.155507896420113,6.606659758795479,0.0633122435812695,482.71096090443143,0.7427227507120846,Hold Position,21.377966994031155
Traj-120,Geostationary Orbit,2438.1037383731014,35157.18259279889,2.0780833534397334,28.548866125429853,4547.0274084526745,97.37634500127167,2.2188745418568394,4.773488807284002,418.70448493921015,0.7277033223113857,Course Correction,-98.6803246956417
